YrEPCashSysBLPLSE,Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys, Plot,Location,PLLoc,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,Num_SoilDisturb,Num_SoilAboveDisturb,Num_DaysSinceLastDisturb_Placement,Num_DaysSinceLastDisturb_Collection,Num_DaysSincePlant_Placement,Num_DaysSincePlant_Collection,Total_NumofDisturb,SDR,CurrentCrop ,Num_SampleEvents,SentSample event,SE_Timing,Placement_Date,Collection_Date, Plot,Location,Intact,Chewed,Eaten,Missing,Total,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS, Plot,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc
Yr3EP2SoybeanSys3BL2PL222-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,222,1,4,1,5,0,10,13,0.21,4,15,3,20,15,0,0,6.53,67.6,361.79,0.244,0.731,0,0.023,0.19,222,9/15/2023,222,6.47,11,88,141,1234.7,9.6,2.4,12.3,64.5,1.1,2.7,6.3,1.83,0.07,22.1,36.1,41.8
Yr3EP2SoybeanSys2BL2PL224-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,224,1,6,2,1,1,10,27,0.2,10,15,0,0,15,3,20,6.5,54.5,285.83,0.335,1.068,-0.002,0.025,0.30,224,9/15/2023,224,6.45,16,78,147,1228.4,9.8,2,12.5,62.9,1.5,3.4,7.2,2.08,0.08,24.1,39.7,36.2
Yr3EP2SoybeanSys3BL3PL322-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,322,1,2,4,4,0,10,5.3,0.24,6,13,5,38.46,14,7,50,6.22,56.7,304.13,0.271,0.772,0,0.023,0.31,322,9/15/2023,322,6.4,18,94,108,983.3,8.9,2.7,10.2,55.5,1.5,1.1,7.1,1.93,0.07,19.6,43.7,36.7
Yr3EP2SoybeanSys1BL3PL323-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,323,1,7,2,1,0,10,37,0.19,9,15,1,6.67,15,9,60,6.29,44.8,336.28,0.282,0.937,-0.002,0.025,0.28,323,9/15/2023,323,6.5,19,72,103,896.1,8.3,2.2,10.3,53.8,1.2,3.2,6.7,1.66,0.05,22.7,43,34.3
Yr3EP2SoybeanSys2BL3PL324-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,324,1,7,3,0,0,10,11,0.22,6,15,8,53.33,15,1,6.67,6.35,62.4,250.08,0.335,1.068,-0.002,0.025,0.40,324,9/15/2023,324,6.5,25,78,107,963.9,8.1,2.5,11,59.4,1.8,1.3,7,1.86,0.06,21.7,46.9,31.4
Yr3EP2SoybeanSys3BL4PL431-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,431,1,3,5,2,0,10,9.5,0.22,6,15,9,60,15,8,53.33,6.21,72.8,304.28,0.348,0.748,-0.002,0.025,0.38,431,9/15/2023,431,6.4,12,95,113,1072.2,9.3,2.6,10.1,57.4,1.4,1.9,9.9,2.12,0.07,22.8,43.5,33.7
Yr3EP2SoybeanSys1BL4PL432-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,432,1,6,4,0,0,10,15,0.22,2,15,8,53.33,15,11,73.33,6.31,66.6,310.17,0.271,0.772,0,0.023,0.20,432,9/15/2023,432,6.5,27,92,104,1027.7,8.4,2.8,10.3,60.9,1.7,1.2,7.2,2.07,0.07,21.2,45.9,32.8
Yr3EP2SoybeanSys2BL4PL433-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,433,1,6,3,1,0,10,19,0.2,7,15,8,53.33,15,12,80,6.22,70.6,221.75,0.335,1.068,-0.002,0.025,0.29,433,9/15/2023,433,6.4,23,91,101,1061.2,9.2,2.5,9.2,57.8,1.7,2.7,7.5,2.18,0.08,24,43.9,32.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
